return_type,return_period,filing_date,total_taxable,total_tax,total_invoices,status,gstin
GSTR1,062024,2024-07-08,,,,,07FGYBH3187TAZK
GSTR2B,062024,2024-07-15,,,,,07FGYBH3187TAZK
GSTR3B,062024,,,,,,07FGYBH3187TAZK
GSTR1,062024,2024-07-07,,,,,18PSFGQ4980NTZ8
GSTR2B,062024,2024-07-18,,,,,18PSFGQ4980NTZ8
GSTR3B,062024,2024-07-20,,,,,18PSFGQ4980NTZ8
GSTR1,062024,2024-07-11,,,,,20LABCR0354BEZN
GSTR2B,062024,2024-09-01,,,,,20LABCR0354BEZN
GSTR3B,062024,2024-09-09,,,,,20LABCR0354BEZN
GSTR1,062024,2024-07-06,,,,,07LABCR0354BNZ2
GSTR2B,062024,2024-07-18,,,,,07LABCR0354BNZ2
GSTR3B,062024,2024-09-16,,,,,07LABCR0354BNZ2
GSTR1,062024,2024-07-09,,,,,12WKQCH8988A7ZW
GSTR2B,062024,2024-08-31,,,,,12WKQCH8988A7ZW
GSTR3B,062024,2024-07-17,,,,,12WKQCH8988A7ZW
GSTR1,062024,2024-08-08,,,,,27BMFJL3720GXZO
GSTR2B,062024,2024-07-20,,,,,27BMFJL3720GXZO
GSTR3B,062024,2024-08-16,,,,,27BMFJL3720GXZO
GSTR1,062024,2024-07-11,,,,,23ZNYBI1921NDZD
GSTR2B,062024,2024-07-19,,,,,23ZNYBI1921NDZD
GSTR3B,062024,2024-07-15,,,,,23ZNYBI1921NDZD
GSTR1,062024,2024-07-11,,,,,22SAYPV7763CRZW
GSTR2B,062024,2024-07-18,,,,,22SAYPV7763CRZW
GSTR3B,062024,2024-07-19,,,,,22SAYPV7763CRZW
GSTR1,062024,2024-07-09,,,,,20SOELV7154AUZ7
GSTR2B,062024,2024-07-17,,,,,20SOELV7154AUZ7
GSTR3B,062024,2024-09-10,,,,,20SOELV7154AUZ7
GSTR1,062024,2024-07-11,,,,,16RNUCV0563YVZX
GSTR2B,062024,2024-07-18,,,,,16RNUCV0563YVZX
GSTR3B,062024,2024-07-20,,,,,16RNUCV0563YVZX
GSTR1,062024,,,,,,01TLXTG7331WGZ2
GSTR2B,062024,2024-07-20,,,,,01TLXTG7331WGZ2
GSTR3B,062024,2024-07-18,,,,,01TLXTG7331WGZ2
GSTR1,062024,2024-07-08,,,,,35DDMPR5986XVZY
GSTR2B,062024,2024-07-20,,,,,35DDMPR5986XVZY
GSTR3B,062024,2024-07-15,,,,,35DDMPR5986XVZY
GSTR1,062024,2024-07-07,,,,,22TVHPP6202IAZZ
GSTR2B,062024,2024-07-15,,,,,22TVHPP6202IAZZ
GSTR3B,062024,2024-07-15,,,,,22TVHPP6202IAZZ
GSTR1,062024,2024-07-08,,,,,02BKOLB2495WPZY
GSTR2B,062024,2024-07-18,,,,,02BKOLB2495WPZY
GSTR3B,062024,2024-07-17,,,,,02BKOLB2495WPZY
GSTR1,062024,2024-07-06,,,,,26YKTPZ6224A9ZY
GSTR2B,062024,2024-07-17,,,,,26YKTPZ6224A9ZY
GSTR3B,062024,2024-08-01,,,,,26YKTPZ6224A9ZY
GSTR1,062024,2024-07-20,,,,,02YKTPZ6224AQZR
GSTR2B,062024,2024-07-19,,,,,02YKTPZ6224AQZR
GSTR3B,062024,2024-07-17,,,,,02YKTPZ6224AQZR
GSTR1,062024,2024-07-07,,,,,26RCLJF0323YVZ3
GSTR2B,062024,2024-07-16,,,,,26RCLJF0323YVZ3
GSTR3B,062024,2024-07-19,,,,,26RCLJF0323YVZ3
GSTR1,062024,2024-07-06,,,,,04RCLJF0323YNZH
GSTR2B,062024,2024-07-15,,,,,04RCLJF0323YNZH
GSTR3B,062024,2024-07-19,,,,,04RCLJF0323YNZH
GSTR1,062024,2024-07-06,,,,,08BYBAH1011VBZU
GSTR2B,062024,2024-07-18,,,,,08BYBAH1011VBZU
GSTR3B,062024,2024-07-18,,,,,08BYBAH1011VBZU
GSTR1,062024,2024-07-10,,,,,27ZSUCJ1036MKZT
GSTR2B,062024,2024-07-18,,,,,27ZSUCJ1036MKZT
GSTR3B,062024,2024-07-16,,,,,27ZSUCJ1036MKZT
GSTR1,062024,2024-07-07,,,,,29PDZAL5606ASZ0
GSTR2B,062024,2024-07-20,,,,,29PDZAL5606ASZ0
GSTR3B,062024,2024-07-18,,,,,29PDZAL5606ASZ0
GSTR1,062024,2024-07-07,,,,,06NQQPY4472HPZ3
GSTR2B,062024,2024-07-19,,,,,06NQQPY4472HPZ3
GSTR3B,062024,2024-07-19,,,,,06NQQPY4472HPZ3
GSTR1,062024,2024-07-11,,,,,01MIMHZ2258RGZ6
GSTR2B,062024,2024-07-21,,,,,01MIMHZ2258RGZ6
GSTR3B,062024,2024-07-17,,,,,01MIMHZ2258RGZ6
GSTR1,062024,2024-07-07,,,,,36QMUBJ2635PUZU
GSTR2B,062024,2024-07-18,,,,,36QMUBJ2635PUZU
GSTR3B,062024,2024-07-15,,,,,36QMUBJ2635PUZU
GSTR1,062024,2024-07-11,,,,,18GDFBX5712POZS
GSTR2B,062024,2024-07-19,,,,,18GDFBX5712POZS
GSTR3B,062024,2024-08-26,,,,,18GDFBX5712POZS
GSTR1,062024,2024-07-06,,,,,01ANHAR2967D4ZW
GSTR2B,062024,2024-09-15,,,,,01ANHAR2967D4ZW
GSTR3B,062024,2024-07-16,,,,,01ANHAR2967D4ZW
GSTR1,062024,2024-08-15,,,,,06WCBJC5618JFZ7
GSTR2B,062024,2024-07-19,,,,,06WCBJC5618JFZ7
GSTR3B,062024,2024-07-19,,,,,06WCBJC5618JFZ7
GSTR1,062024,2024-07-07,,,,,14JXHTN3667Y5ZQ
GSTR2B,062024,2024-07-15,,,,,14JXHTN3667Y5ZQ
GSTR3B,062024,2024-07-19,,,,,14JXHTN3667Y5ZQ
GSTR1,062024,2024-07-06,,,,,17KRMAH2280H5Z7
GSTR2B,062024,2024-07-15,,,,,17KRMAH2280H5Z7
GSTR3B,062024,2024-07-17,,,,,17KRMAH2280H5Z7
GSTR1,062024,,,,,,21KRMAH2280HJZ4
GSTR2B,062024,2024-07-19,,,,,21KRMAH2280HJZ4
GSTR3B,062024,2024-07-16,,,,,21KRMAH2280HJZ4
GSTR1,062024,2024-07-09,,,,,21MHKGQ5458X2ZE
GSTR2B,062024,2024-07-16,,,,,21MHKGQ5458X2ZE
GSTR3B,062024,2024-08-13,,,,,21MHKGQ5458X2ZE
GSTR1,062024,2024-07-11,,,,,34RHBCP5429NBZ0
GSTR2B,062024,2024-07-20,,,,,34RHBCP5429NBZ0
GSTR3B,062024,2024-07-17,,,,,34RHBCP5429NBZ0
GSTR1,062024,2024-07-06,,,,,35SHYPB4339MYZD
GSTR2B,062024,2024-07-16,,,,,35SHYPB4339MYZD
GSTR3B,062024,2024-07-19,,,,,35SHYPB4339MYZD
GSTR1,062024,2024-07-11,,,,,02TQTFI5946D6ZP
GSTR2B,062024,2024-07-15,,,,,02TQTFI5946D6ZP
GSTR3B,062024,2024-07-19,,,,,02TQTFI5946D6ZP
GSTR1,062024,2024-07-09,,,,,33VCYCP9274PXZK
GSTR2B,062024,2024-07-15,,,,,33VCYCP9274PXZK
GSTR3B,062024,2024-07-20,,,,,33VCYCP9274PXZK
GSTR1,062024,2024-07-09,,,,,09VCYCP9274P5Z3
GSTR2B,062024,2024-07-16,,,,,09VCYCP9274P5Z3
GSTR3B,062024,2024-07-16,,,,,09VCYCP9274P5Z3
GSTR1,062024,2024-07-07,,,,,34UKYPI8225VZZF
GSTR2B,062024,2024-07-17,,,,,34UKYPI8225VZZF
GSTR3B,062024,2024-07-20,,,,,34UKYPI8225VZZF
GSTR1,062024,2024-07-08,,,,,26YWZFS3843P3Z4
GSTR2B,062024,2024-09-14,,,,,26YWZFS3843P3Z4
GSTR3B,062024,2024-07-27,,,,,26YWZFS3843P3Z4
GSTR1,062024,2024-07-11,,,,,10ZICJD5474UMZ1
GSTR2B,062024,2024-09-07,,,,,10ZICJD5474UMZ1
GSTR3B,062024,2024-07-17,,,,,10ZICJD5474UMZ1
GSTR1,062024,2024-07-12,,,,,06JISJR0069HKZG
GSTR2B,062024,2024-07-19,,,,,06JISJR0069HKZG
GSTR3B,062024,2024-07-20,,,,,06JISJR0069HKZG
GSTR1,062024,2024-07-10,,,,,12BUHHN1557FAZ2
GSTR2B,062024,2024-07-20,,,,,12BUHHN1557FAZ2
GSTR3B,062024,2024-07-19,,,,,12BUHHN1557FAZ2
GSTR1,062024,2024-07-06,,,,,20QLRJJ6143SPZR
GSTR2B,062024,2024-07-15,,,,,20QLRJJ6143SPZR
GSTR3B,062024,2024-07-29,,,,,20QLRJJ6143SPZR
GSTR1,062024,2024-07-06,,,,,04CJJGW2962SNZ4
GSTR2B,062024,2024-07-18,,,,,04CJJGW2962SNZ4
GSTR3B,062024,2024-07-16,,,,,04CJJGW2962SNZ4
GSTR1,062024,2024-07-11,,,,,24EGTCU0607B9ZY
GSTR2B,062024,2024-07-17,,,,,24EGTCU0607B9ZY
GSTR3B,062024,2024-07-20,,,,,24EGTCU0607B9ZY
GSTR1,062024,2024-07-11,,,,,22WJNGF2848XQZL
GSTR2B,062024,2024-07-20,,,,,22WJNGF2848XQZL
GSTR3B,062024,2024-07-15,,,,,22WJNGF2848XQZL
GSTR1,062024,2024-07-07,,,,,26WJNGF2848X6ZX
GSTR2B,062024,2024-09-16,,,,,26WJNGF2848X6ZX
GSTR3B,062024,2024-08-24,,,,,26WJNGF2848X6ZX
GSTR1,052024,2024-06-07,,,,,10ZICJD5474UMZ1
GSTR2B,052024,2024-06-16,,,,,10ZICJD5474UMZ1
GSTR3B,052024,2024-06-15,,,,,10ZICJD5474UMZ1
GSTR1,052024,2024-06-09,,,,,06JISJR0069HKZG
GSTR2B,052024,,,,,,06JISJR0069HKZG
GSTR3B,052024,2024-06-18,,,,,06JISJR0069HKZG
GSTR1,052024,2024-06-08,,,,,12BUHHN1557FAZ2
GSTR2B,052024,2024-08-14,,,,,12BUHHN1557FAZ2
GSTR3B,052024,2024-06-20,,,,,12BUHHN1557FAZ2
GSTR1,052024,2024-07-22,,,,,20QLRJJ6143SPZR
GSTR2B,052024,2024-06-15,,,,,20QLRJJ6143SPZR
GSTR3B,052024,2024-06-16,,,,,20QLRJJ6143SPZR
GSTR1,052024,2024-06-11,,,,,04CJJGW2962SNZ4
GSTR2B,052024,2024-06-18,,,,,04CJJGW2962SNZ4
GSTR3B,052024,2024-06-17,,,,,04CJJGW2962SNZ4
GSTR1,052024,2024-06-06,,,,,24EGTCU0607B9ZY
GSTR2B,052024,2024-06-15,,,,,24EGTCU0607B9ZY
GSTR3B,052024,2024-06-18,,,,,24EGTCU0607B9ZY
GSTR1,052024,2024-06-11,,,,,22WJNGF2848XQZL
GSTR2B,052024,2024-06-16,,,,,22WJNGF2848XQZL
GSTR3B,052024,2024-06-20,,,,,22WJNGF2848XQZL
GSTR1,052024,2024-06-07,,,,,26WJNGF2848X6ZX
GSTR2B,052024,2024-06-16,,,,,26WJNGF2848X6ZX
GSTR3B,052024,2024-06-16,,,,,26WJNGF2848X6ZX
GSTR1,052024,2024-06-11,,,,,03QAHFE7680NZZM
GSTR2B,052024,2024-06-16,,,,,03QAHFE7680NZZM
GSTR3B,052024,2024-06-20,,,,,03QAHFE7680NZZM
GSTR1,052024,2024-06-17,,,,,06LHWCW4227D3ZC
GSTR2B,052024,2024-06-18,,,,,06LHWCW4227D3ZC
GSTR3B,052024,2024-06-15,,,,,06LHWCW4227D3ZC
GSTR1,052024,2024-06-11,,,,,05NZJPJ8685W7ZH
GSTR2B,052024,2024-06-18,,,,,05NZJPJ8685W7ZH
GSTR3B,052024,2024-06-19,,,,,05NZJPJ8685W7ZH
GSTR1,052024,2024-06-16,,,,,33NZJPJ8685WOZ1
GSTR2B,052024,2024-06-20,,,,,33NZJPJ8685WOZ1
GSTR3B,052024,,,,,,33NZJPJ8685WOZ1
GSTR1,052024,2024-06-10,,,,,15JRSBT6524ILZ6
GSTR2B,052024,2024-06-16,,,,,15JRSBT6524ILZ6
GSTR3B,052024,2024-06-20,,,,,15JRSBT6524ILZ6
GSTR1,052024,2024-06-06,,,,,05JRSBT6524IEZE
GSTR2B,052024,2024-06-15,,,,,05JRSBT6524IEZE
GSTR3B,052024,2024-06-16,,,,,05JRSBT6524IEZE
GSTR1,052024,2024-06-09,,,,,37OSFJM8611XFZ8
GSTR2B,052024,2024-06-16,,,,,37OSFJM8611XFZ8
GSTR3B,052024,2024-06-18,,,,,37OSFJM8611XFZ8
GSTR1,052024,2024-06-08,,,,,32DMTBE6740M8Z7
GSTR2B,052024,2024-06-17,,,,,32DMTBE6740M8Z7
GSTR3B,052024,2024-06-17,,,,,32DMTBE6740M8Z7
GSTR1,052024,2024-06-11,,,,,35NGQBJ4498IXZA
GSTR2B,052024,2024-06-17,,,,,35NGQBJ4498IXZA
GSTR3B,052024,2024-06-20,,,,,35NGQBJ4498IXZA
GSTR1,052024,2024-06-06,,,,,10NGQBJ4498IOZV
GSTR2B,052024,2024-06-17,,,,,10NGQBJ4498IOZV
GSTR3B,052024,2024-06-16,,,,,10NGQBJ4498IOZV
GSTR1,052024,2024-06-07,,,,,20OUNAT3098ZWZV
GSTR2B,052024,2024-06-17,,,,,20OUNAT3098ZWZV
GSTR3B,052024,2024-08-07,,,,,20OUNAT3098ZWZV
GSTR1,052024,,,,,,13ZNDJR1569RGZM
GSTR2B,052024,,,,,,13ZNDJR1569RGZM
GSTR3B,052024,,,,,,13ZNDJR1569RGZM
GSTR1,052024,2024-06-10,,,,,34OPAAH0035IGZK
GSTR2B,052024,2024-06-18,,,,,34OPAAH0035IGZK
GSTR3B,052024,2024-06-17,,,,,34OPAAH0035IGZK
GSTR1,052024,2024-06-10,,,,,07UECLL4476UDZZ
GSTR2B,052024,2024-06-19,,,,,07UECLL4476UDZZ
GSTR3B,052024,,,,,,07UECLL4476UDZZ
GSTR1,052024,2024-06-18,,,,,01DEMBO8806RVZQ
GSTR2B,052024,2024-06-20,,,,,01DEMBO8806RVZQ
GSTR3B,052024,2024-06-16,,,,,01DEMBO8806RVZQ
GSTR1,052024,2024-08-10,,,,,34KBJLI9726XZZJ
GSTR2B,052024,2024-06-16,,,,,34KBJLI9726XZZJ
GSTR3B,052024,2024-06-23,,,,,34KBJLI9726XZZJ
GSTR1,052024,2024-06-11,,,,,16IBMPF0580C3ZS
GSTR2B,052024,2024-06-17,,,,,16IBMPF0580C3ZS
GSTR3B,052024,2024-06-18,,,,,16IBMPF0580C3ZS
GSTR1,052024,2024-07-18,,,,,20KPNGG6321U7ZL
GSTR2B,052024,2024-06-18,,,,,20KPNGG6321U7ZL
GSTR3B,052024,2024-06-17,,,,,20KPNGG6321U7ZL
GSTR1,052024,2024-06-11,,,,,36FGYBH3187T9ZK
GSTR2B,052024,2024-06-16,,,,,36FGYBH3187T9ZK
GSTR3B,052024,2024-06-20,,,,,36FGYBH3187T9ZK
GSTR1,052024,2024-06-06,,,,,07FGYBH3187TAZK
GSTR2B,052024,2024-06-20,,,,,07FGYBH3187TAZK
GSTR3B,052024,,,,,,07FGYBH3187TAZK
GSTR1,052024,2024-06-25,,,,,18PSFGQ4980NTZ8
GSTR2B,052024,2024-06-20,,,,,18PSFGQ4980NTZ8
GSTR3B,052024,2024-06-18,,,,,18PSFGQ4980NTZ8
GSTR1,052024,2024-06-09,,,,,20LABCR0354BEZN
GSTR2B,052024,2024-08-13,,,,,20LABCR0354BEZN
GSTR3B,052024,2024-06-20,,,,,20LABCR0354BEZN
GSTR1,052024,2024-06-08,,,,,07LABCR0354BNZ2
GSTR2B,052024,,,,,,07LABCR0354BNZ2
GSTR3B,052024,2024-06-16,,,,,07LABCR0354BNZ2
GSTR1,052024,2024-06-10,,,,,12WKQCH8988A7ZW
GSTR2B,052024,2024-06-16,,,,,12WKQCH8988A7ZW
GSTR3B,052024,2024-06-17,,,,,12WKQCH8988A7ZW
GSTR1,052024,,,,,,27BMFJL3720GXZO
GSTR2B,052024,2024-07-10,,,,,27BMFJL3720GXZO
GSTR3B,052024,2024-06-15,,,,,27BMFJL3720GXZO
GSTR1,052024,2024-06-10,,,,,23ZNYBI1921NDZD
GSTR2B,052024,2024-06-15,,,,,23ZNYBI1921NDZD
GSTR3B,052024,2024-06-15,,,,,23ZNYBI1921NDZD
GSTR1,052024,2024-07-06,,,,,22SAYPV7763CRZW
GSTR2B,052024,2024-07-27,,,,,22SAYPV7763CRZW
GSTR3B,052024,2024-06-16,,,,,22SAYPV7763CRZW
GSTR1,052024,2024-06-10,,,,,20SOELV7154AUZ7
GSTR2B,052024,2024-06-15,,,,,20SOELV7154AUZ7
GSTR3B,052024,2024-06-15,,,,,20SOELV7154AUZ7
GSTR1,052024,2024-06-11,,,,,16RNUCV0563YVZX
GSTR2B,052024,2024-06-19,,,,,16RNUCV0563YVZX
GSTR3B,052024,2024-06-18,,,,,16RNUCV0563YVZX
GSTR1,052024,2024-06-11,,,,,01TLXTG7331WGZ2
GSTR2B,052024,2024-06-18,,,,,01TLXTG7331WGZ2
GSTR3B,052024,2024-06-17,,,,,01TLXTG7331WGZ2
GSTR1,052024,2024-06-09,,,,,35DDMPR5986XVZY
GSTR2B,052024,2024-06-19,,,,,35DDMPR5986XVZY
GSTR3B,052024,2024-06-16,,,,,35DDMPR5986XVZY
GSTR1,052024,2024-06-15,,,,,22TVHPP6202IAZZ
GSTR2B,052024,2024-06-18,,,,,22TVHPP6202IAZZ
GSTR3B,052024,2024-06-16,,,,,22TVHPP6202IAZZ
GSTR1,052024,2024-06-06,,,,,02BKOLB2495WPZY
GSTR2B,052024,2024-06-20,,,,,02BKOLB2495WPZY
GSTR3B,052024,2024-06-17,,,,,02BKOLB2495WPZY
GSTR1,052024,2024-06-11,,,,,26YKTPZ6224A9ZY
GSTR2B,052024,2024-06-20,,,,,26YKTPZ6224A9ZY
GSTR3B,052024,2024-06-17,,,,,26YKTPZ6224A9ZY
GSTR1,052024,2024-06-09,,,,,02YKTPZ6224AQZR
GSTR2B,052024,2024-06-19,,,,,02YKTPZ6224AQZR
GSTR3B,052024,2024-06-23,,,,,02YKTPZ6224AQZR
GSTR1,052024,,,,,,26RCLJF0323YVZ3
GSTR2B,052024,2024-06-16,,,,,26RCLJF0323YVZ3
GSTR3B,052024,2024-06-17,,,,,26RCLJF0323YVZ3
GSTR1,052024,2024-06-06,,,,,04RCLJF0323YNZH
GSTR2B,052024,2024-06-18,,,,,04RCLJF0323YNZH
GSTR3B,052024,,,,,,04RCLJF0323YNZH
GSTR1,052024,2024-06-09,,,,,08BYBAH1011VBZU
GSTR2B,052024,2024-07-12,,,,,08BYBAH1011VBZU
GSTR3B,052024,2024-06-15,,,,,08BYBAH1011VBZU
GSTR1,052024,2024-06-07,,,,,27ZSUCJ1036MKZT
GSTR2B,052024,2024-08-10,,,,,27ZSUCJ1036MKZT
GSTR3B,052024,2024-08-11,,,,,27ZSUCJ1036MKZT
GSTR1,052024,2024-06-10,,,,,29PDZAL5606ASZ0
GSTR2B,052024,2024-06-16,,,,,29PDZAL5606ASZ0
GSTR3B,052024,,,,,,29PDZAL5606ASZ0
GSTR1,052024,2024-06-10,,,,,06NQQPY4472HPZ3
GSTR2B,052024,2024-06-18,,,,,06NQQPY4472HPZ3
GSTR3B,052024,2024-06-20,,,,,06NQQPY4472HPZ3
GSTR1,052024,2024-06-06,,,,,01MIMHZ2258RGZ6
GSTR2B,052024,2024-06-18,,,,,01MIMHZ2258RGZ6
GSTR3B,052024,2024-06-18,,,,,01MIMHZ2258RGZ6
GSTR1,052024,2024-07-08,,,,,36QMUBJ2635PUZU
GSTR2B,052024,2024-06-15,,,,,36QMUBJ2635PUZU
GSTR3B,052024,2024-06-17,,,,,36QMUBJ2635PUZU
GSTR1,052024,2024-06-11,,,,,18GDFBX5712POZS
GSTR2B,052024,2024-06-18,,,,,18GDFBX5712POZS
GSTR3B,052024,2024-06-17,,,,,18GDFBX5712POZS
GSTR1,052024,2024-06-06,,,,,01ANHAR2967D4ZW
GSTR2B,052024,2024-06-16,,,,,01ANHAR2967D4ZW
GSTR3B,052024,,,,,,01ANHAR2967D4ZW
GSTR1,052024,2024-06-08,,,,,06WCBJC5618JFZ7
GSTR2B,052024,2024-06-19,,,,,06WCBJC5618JFZ7
GSTR3B,052024,2024-06-18,,,,,06WCBJC5618JFZ7
GSTR1,052024,2024-06-10,,,,,14JXHTN3667Y5ZQ
GSTR2B,052024,2024-06-15,,,,,14JXHTN3667Y5ZQ
GSTR3B,052024,,,,,,14JXHTN3667Y5ZQ
GSTR1,052024,2024-06-08,,,,,17KRMAH2280H5Z7
GSTR2B,052024,2024-06-15,,,,,17KRMAH2280H5Z7
GSTR3B,052024,2024-06-17,,,,,17KRMAH2280H5Z7
GSTR1,052024,2024-06-10,,,,,21KRMAH2280HJZ4
GSTR2B,052024,2024-06-16,,,,,21KRMAH2280HJZ4
GSTR3B,052024,2024-06-16,,,,,21KRMAH2280HJZ4
GSTR1,052024,2024-06-08,,,,,21MHKGQ5458X2ZE
GSTR2B,052024,2024-06-20,,,,,21MHKGQ5458X2ZE
GSTR3B,052024,2024-06-20,,,,,21MHKGQ5458X2ZE
GSTR1,052024,2024-06-06,,,,,34RHBCP5429NBZ0
GSTR2B,052024,2024-07-05,,,,,34RHBCP5429NBZ0
GSTR3B,052024,2024-06-16,,,,,34RHBCP5429NBZ0
GSTR1,052024,2024-08-03,,,,,35SHYPB4339MYZD
GSTR2B,052024,2024-07-20,,,,,35SHYPB4339MYZD
GSTR3B,052024,2024-06-16,,,,,35SHYPB4339MYZD
GSTR1,052024,2024-07-02,,,,,02TQTFI5946D6ZP
GSTR2B,052024,2024-06-16,,,,,02TQTFI5946D6ZP
GSTR3B,052024,2024-06-20,,,,,02TQTFI5946D6ZP
GSTR1,052024,2024-06-09,,,,,33VCYCP9274PXZK
GSTR2B,052024,2024-06-19,,,,,33VCYCP9274PXZK
GSTR3B,052024,2024-06-17,,,,,33VCYCP9274PXZK
GSTR1,052024,2024-06-08,,,,,09VCYCP9274P5Z3
GSTR2B,052024,2024-06-20,,,,,09VCYCP9274P5Z3
GSTR3B,052024,2024-06-23,,,,,09VCYCP9274P5Z3
GSTR1,052024,2024-06-10,,,,,34UKYPI8225VZZF
GSTR2B,052024,,,,,,34UKYPI8225VZZF
GSTR3B,052024,2024-06-15,,,,,34UKYPI8225VZZF
GSTR1,052024,2024-06-10,,,,,26YWZFS3843P3Z4
GSTR2B,052024,2024-06-19,,,,,26YWZFS3843P3Z4
GSTR3B,052024,2024-06-20,,,,,26YWZFS3843P3Z4
GSTR1,042024,2024-05-06,,,,,01TLXTG7331WGZ2
GSTR2B,042024,2024-05-17,,,,,01TLXTG7331WGZ2
GSTR3B,042024,2024-05-19,,,,,01TLXTG7331WGZ2
GSTR1,042024,2024-05-07,,,,,35DDMPR5986XVZY
GSTR2B,042024,2024-05-20,,,,,35DDMPR5986XVZY
GSTR3B,042024,2024-05-18,,,,,35DDMPR5986XVZY
GSTR1,042024,2024-05-08,,,,,22TVHPP6202IAZZ
GSTR2B,042024,2024-05-18,,,,,22TVHPP6202IAZZ
GSTR3B,042024,2024-05-15,,,,,22TVHPP6202IAZZ
GSTR1,042024,2024-05-08,,,,,02BKOLB2495WPZY
GSTR2B,042024,2024-05-16,,,,,02BKOLB2495WPZY
GSTR3B,042024,2024-05-17,,,,,02BKOLB2495WPZY
GSTR1,042024,2024-07-05,,,,,26YKTPZ6224A9ZY
GSTR2B,042024,2024-05-19,,,,,26YKTPZ6224A9ZY
GSTR3B,042024,2024-05-17,,,,,26YKTPZ6224A9ZY
GSTR1,042024,2024-05-20,,,,,02YKTPZ6224AQZR
GSTR2B,042024,2024-05-20,,,,,02YKTPZ6224AQZR
GSTR3B,042024,2024-05-20,,,,,02YKTPZ6224AQZR
GSTR1,042024,2024-05-08,,,,,26RCLJF0323YVZ3
GSTR2B,042024,2024-07-06,,,,,26RCLJF0323YVZ3
GSTR3B,042024,2024-05-15,,,,,26RCLJF0323YVZ3
GSTR1,042024,2024-06-11,,,,,04RCLJF0323YNZH
GSTR2B,042024,2024-05-20,,,,,04RCLJF0323YNZH
GSTR3B,042024,2024-05-15,,,,,04RCLJF0323YNZH
GSTR1,042024,2024-05-06,,,,,08BYBAH1011VBZU
GSTR2B,042024,2024-05-18,,,,,08BYBAH1011VBZU
GSTR3B,042024,2024-05-16,,,,,08BYBAH1011VBZU
GSTR1,042024,2024-05-07,,,,,27ZSUCJ1036MKZT
GSTR2B,042024,2024-05-15,,,,,27ZSUCJ1036MKZT
GSTR3B,042024,2024-05-18,,,,,27ZSUCJ1036MKZT
GSTR1,042024,2024-05-08,,,,,29PDZAL5606ASZ0
GSTR2B,042024,2024-05-20,,,,,29PDZAL5606ASZ0
GSTR3B,042024,2024-07-06,,,,,29PDZAL5606ASZ0
GSTR1,042024,2024-05-08,,,,,06NQQPY4472HPZ3
GSTR2B,042024,2024-05-16,,,,,06NQQPY4472HPZ3
GSTR3B,042024,2024-05-18,,,,,06NQQPY4472HPZ3
GSTR1,042024,2024-05-10,,,,,01MIMHZ2258RGZ6
GSTR2B,042024,2024-05-19,,,,,01MIMHZ2258RGZ6
GSTR3B,042024,2024-05-18,,,,,01MIMHZ2258RGZ6
GSTR1,042024,2024-05-09,,,,,36QMUBJ2635PUZU
GSTR2B,042024,2024-05-18,,,,,36QMUBJ2635PUZU
GSTR3B,042024,,,,,,36QMUBJ2635PUZU
GSTR1,042024,2024-05-11,,,,,18GDFBX5712POZS
GSTR2B,042024,2024-05-16,,,,,18GDFBX5712POZS
GSTR3B,042024,2024-05-20,,,,,18GDFBX5712POZS
GSTR1,042024,2024-05-11,,,,,01ANHAR2967D4ZW
GSTR2B,042024,2024-05-17,,,,,01ANHAR2967D4ZW
GSTR3B,042024,2024-05-15,,,,,01ANHAR2967D4ZW
GSTR1,042024,2024-05-06,,,,,06WCBJC5618JFZ7
GSTR2B,042024,2024-05-20,,,,,06WCBJC5618JFZ7
GSTR3B,042024,2024-05-19,,,,,06WCBJC5618JFZ7
GSTR1,042024,2024-07-03,,,,,14JXHTN3667Y5ZQ
GSTR2B,042024,2024-05-16,,,,,14JXHTN3667Y5ZQ
GSTR3B,042024,2024-05-16,,,,,14JXHTN3667Y5ZQ
GSTR1,042024,2024-05-06,,,,,17KRMAH2280H5Z7
GSTR2B,042024,,,,,,17KRMAH2280H5Z7
GSTR3B,042024,2024-07-11,,,,,17KRMAH2280H5Z7
GSTR1,042024,2024-05-09,,,,,21KRMAH2280HJZ4
GSTR2B,042024,2024-05-16,,,,,21KRMAH2280HJZ4
GSTR3B,042024,2024-05-16,,,,,21KRMAH2280HJZ4
GSTR1,042024,2024-05-26,,,,,21MHKGQ5458X2ZE
GSTR2B,042024,2024-05-20,,,,,21MHKGQ5458X2ZE
GSTR3B,042024,,,,,,21MHKGQ5458X2ZE
GSTR1,042024,2024-05-11,,,,,34RHBCP5429NBZ0
GSTR2B,042024,2024-07-18,,,,,34RHBCP5429NBZ0
GSTR3B,042024,2024-05-17,,,,,34RHBCP5429NBZ0
GSTR1,042024,,,,,,35SHYPB4339MYZD
GSTR2B,042024,2024-05-15,,,,,35SHYPB4339MYZD
GSTR3B,042024,2024-05-16,,,,,35SHYPB4339MYZD
GSTR1,042024,2024-05-09,,,,,02TQTFI5946D6ZP
GSTR2B,042024,2024-05-19,,,,,02TQTFI5946D6ZP
GSTR3B,042024,2024-05-20,,,,,02TQTFI5946D6ZP
GSTR1,042024,2024-05-09,,,,,33VCYCP9274PXZK
GSTR2B,042024,2024-05-18,,,,,33VCYCP9274PXZK
GSTR3B,042024,2024-05-19,,,,,33VCYCP9274PXZK
GSTR1,042024,2024-05-11,,,,,09VCYCP9274P5Z3
